Company Name,Industry,Stage,Amount($),HeadQuarter,Funding Year,Founded,category
Ora,Business Travel,Early Stage,0.0,Kolkata,2018,unknown,Other
Buddy4Study.com,Career Planning,Series A to Series H,3000000.0,Noida,2018,unknown,Other
Predible Health,Medical Device,Early Stage,0.0,Bangalore,2018,unknown,Healthcare
Syncremedies Healthcare Pvt Ltd,Alternative Medicine,Early Stage,0.0,Bangalore,2018,unknown,Other
Blueleaf Cyberspace Systems,Internet,Early Stage,0.0,Bangalore,2018,unknown,Technology
Toffee,unknown,Early Stage,1500000.0,Gurgaon,2018,unknown,Other
ORO Wealth,unknown,Series A to Series H,1600000.0,Mumbai,2018,unknown,Other
HealWell24,Dental,Early Stage,200000.0,Mumbai,2018,unknown,Other
Acko General Insurance,Financial Services,Series A to Series H,12000000.0,Mumbai,2018,unknown,Consulting & Services
arzooo.com,Consumer Electronics,Early Stage,219000.0,Bangalore,2018,unknown,Other
Bonphul Air Products,CleanTech,Angel and Grants,292000.0,Delhi,2018,unknown,Technology
DheeYantra Research Labs,Artificial Intelligence,Early Stage,0.0,Bangalore,2018,unknown,Other
Edyoo,Education,Early Stage,1000000.0,Bengaluru,2018,unknown,Other
Chtrbox,Advertising,Angel and Grants,146000.0,Mumbai,2018,unknown,Other
Aashiyaan Housing and Development Finance,Financial Services,Early Stage,1971000.0,Kolkata,2018,unknown,Consulting & Services
BetterPlace Safety Solutions Pvt. Ltd.,Human Resources,Series A to Series H,3000000.0,Bangalore City,2018,unknown,Other
Cashkumar,Consumer Lending,Early Stage,730000.0,Bengaluru,2018,unknown,Other
Rocketium,Marketing,Early Stage,292000.0,Bangalore,2018,unknown,E-Commerce & Marketplace
FreightBazaar,Transportation,Early Stage,0.0,Hyderabad,2018,unknown,Autommotive $ Transportation
OPEN,Banking,Early Stage,0.0,Bangalore,2018,unknown,Finance $ Banking
mfine,Health Care,Series A to Series H,4200000.0,Bengaluru,2018,unknown,Healthcare
Earth Food,Food and Beverage,Early Stage,934400.0,Pune,2018,unknown,Food & Agriculture
Charcoal Eats,Food Processing,Early Stage,730000.0,Mumbai,2018,unknown,Food & Agriculture
Wishfie,Apps,Early Stage,0.0,Bangalore,2018,unknown,Other
The Social Hook,Marketing,Early Stage,0.0,Bengaluru,2018,unknown,E-Commerce & Marketplace
FreightBro,Apps,Early Stage,0.0,Mumbai,2018,unknown,Other
Finwego,unknown,Early Stage,0.0,Chennai,2018,unknown,Other
Cricnwin,Digital Entertainment,Early Stage,0.0,Gurgaon,2018,unknown,Other
Wicked Ride Adventure Services Private Limited,Automotive,unknown,10000000.0,Bangalore,2018,unknown,Autommotive $ Transportation
Career Anna,Commercial,Early Stage,584000.0,Bangalore,2018,unknown,Other
ERUDITUS Executive Education,Continuing Education,Series A to Series H,40000000.0,Mumbai,2018,unknown,Other
Gaia Smart Cities,Smart Cities,Early Stage,0.0,Mumbai,2018,unknown,Other
Square Off,Internet of Things,Early Stage,1100000.0,Mumbai,2018,unknown,Technology
UrbanClap,Apps,Series A to Series H,50000000.0,Delhi,2018,unknown,Other
Hospals,Medical,Early Stage,1500000.0,New Delhi,2018,unknown,Healthcare
Kogta Financial India Limited,Financial Services,Series A to Series H,22484000.0,Jaipur,2018,unknown,Consulting & Services
Perspectico,Career Planning,Early Stage,0.0,New Delhi,2018,unknown,Other
The Souled Store,Fashion,unknown,3000000.0,Mumbai,2018,unknown,Other
Hush - Speak Up. Make Work Better,Communities,Early Stage,657000.0,Bangalore,2018,unknown,Other
Drivezy,Automotive,Later Stage,100000000.0,Bengaluru,2018,unknown,Autommotive $ Transportation
Freyr Energy,Energy,Series A to Series H,1500000.0,Hyderabad,2018,unknown,Other
NIRAMAI Health Analytix,Health Care,Early Stage,6000000.0,Bangalore,2018,unknown,Healthcare
CloudSek,Information Technology,Early Stage,2044000.0,Bengaluru,2018,unknown,Technology
Lendbox,Crowdfunding,Early Stage,876000.0,Delhi,2018,unknown,Other
Verloop,Customer Service,Series A to Series H,3000000.0,Bangalore,2018,unknown,Other
Flickstree,Advertising,Early Stage,0.0,Mumbai,2018,unknown,Other
Paymatrix,Credit Cards,Early Stage,100000.0,Hyderabad,2018,unknown,Finance $ Banking
Idha Skin Clinic,Beauty,Early Stage,73000.0,Bangalore City,2018,unknown,Other
InCred,Banking,Later Stage,41900000.0,Mumbai,2018,unknown,Finance $ Banking
Vedantu,EdTech,Series A to Series H,11000000.0,Bangalore,2018,unknown,Technology
Sportido,Social Media,Early Stage,0.0,Noida,2018,unknown,Other
Stelis Biopharma,Biopharma,Series A to Series H,100000000.0,Bangalore,2018,unknown,Other
Magicpin,E-Commerce,Series A to Series H,20586000.0,Gurgaon,2018,unknown,E-Commerce & Marketplace
Try & Buy,E-Commerce,Early Stage,0.0,New Delhi,2018,unknown,E-Commerce & Marketplace
Mech Mocha,Digital Entertainment,Series A to Series H,3530000.0,Bangalore,2018,unknown,Other
Aye Finance,Finance,Later Stage,1051200.0,Gurgaon,2018,unknown,Finance $ Banking
Aldopay,Mobile Payments,Early Stage,200000.0,Chennai,2018,unknown,Other
Detect Technologies,Artificial Intelligence,Series A to Series H,3300000.0,Chennai,2018,unknown,Other
Signzy,Computer,Series A to Series H,3504000.0,Bangalore,2018,unknown,Other
CashRich,Apps,Early Stage,1000000.0,Mumbai,2018,unknown,Other
Cloudnine Hospitals,Child Care,Later Stage,0.0,Bangalore,2018,unknown,Other
CropIn Technologies,Agriculture,Series A to Series H,8468000.0,Bengaluru,2018,unknown,Food & Agriculture
Billdesk,Finance,unknown,0.0,Ahmedabad,2018,unknown,Finance $ Banking
Yaantra,Information Services,Later Stage,2000000.0,Delhi,2018,unknown,Consulting & Services
TECHBOOZE,Education,Early Stage,100000.0,New Delhi,2018,unknown,Other
HealthifyMe,Apps,Series A to Series H,6000000.0,Bangalore,2018,unknown,Other
hoi foods,Food and Beverage,Early Stage,525600.0,Gurgaon,2018,unknown,Food & Agriculture
Perpule,Apps,Series A to Series H,4964000.0,Bangalore,2018,unknown,Other
Royal Sundaram General Insurance Co. Limited,Health Insurance,Later Stage,210000000.0,Kalpakkam,2018,unknown,Finance $ Banking
CleanseCar,Automotive,Angel and Grants,511000.0,Bangalore,2018,unknown,Autommotive $ Transportation
DRIVEU,Rental,unknown,1022000.0,Bengaluru,2018,unknown,Other
Spinny,E-Commerce,Series A to Series H,11000000.0,Gurgaon,2018,unknown,E-Commerce & Marketplace
Asset Reconstruction Company (India) Ltd.,Financial Services,Later Stage,0.0,Mumbai,2018,unknown,Consulting & Services
Med365 Healthcare,Health Diagnostics,Early Stage,730000.0,Jaipur,2018,unknown,Healthcare
Dunzo,Customer Service,Later Stage,1022000.0,Bangalore,2018,unknown,Other
Mobile Premier League (MPL),Gaming,Series A to Series H,5000000.0,Bengaluru,2018,unknown,Other
WalMart India,Retail,unknown,37680000.0,Gurgaon,2018,unknown,Other
Cred,unknown,Early Stage,0.0,Bengaluru,2018,unknown,Other
Meesho,E-Commerce,Series A to Series H,50000000.0,Bangalore,2018,unknown,E-Commerce & Marketplace
BhaskarGuru,Search Engine,Early Stage,1000000.0,Bhopal,2018,unknown,Other
Gugu,Battery,Early Stage,250000.0,Coimbatore,2018,unknown,Other
FarmTaaza,Agriculture,Series A to Series H,0.0,Bengaluru,2018,unknown,Food & Agriculture
Vizzbee,Artificial Intelligence,Early Stage,20000.0,Bhopal,2018,unknown,Other
BIGPHI TECHNOLOGIES PVT. LTD.,Fashion,Angel and Grants,900000.0,Bangalore,2018,unknown,Other
Mobycy,Fitness,Angel and Grants,0.0,Gurgaon,2018,unknown,Other
Traveo Soft Pvt. Ltd.,Mobile,unknown,17520.0,Bangalore,2018,unknown,Other
Em Personal Care,Cosmetics,Early Stage,0.0,Worli,2018,unknown,Other
Lucideus,Consulting,unknown,5000000.0,New Delhi,2018,unknown,Consulting & Services
Eupheus Learning,E-Learning,Early Stage,0.0,Delhi,2018,unknown,Other
GamingMonk,eSports,Series A to Series H,584000.0,New Delhi,2018,unknown,Other
Sukkhi Jewellery,Fashion,unknown,7446000.0,Mumbai,2018,unknown,Other
INDwealth,Financial Services,Early Stage,32120000.0,Gurgaon,2018,unknown,Consulting & Services
Medikabazaar,B2B,Series A to Series H,5000000.0,Mumbai,2018,unknown,Other
NIRA,Credit,Early Stage,1000000.0,Bangalore,2018,unknown,Finance $ Banking
Duroflex Pvt. Ltd.,Consumer Goods,Later Stage,22000000.0,Alleppey,2018,unknown,Other
Clensta,Biotechnology,Early Stage,0.0,New Delhi,2018,unknown,Technology
Jetbrain Robotics,Health Care,Early Stage,70000.0,Gurgaon,2018,unknown,Healthcare
Medimetry,Health Care,Early Stage,0.0,Haryana,2018,unknown,Healthcare
Healthkart,E-Commerce,unknown,10000000.0,Gurgaon,2018,unknown,E-Commerce & Marketplace
Indiabulls Ventures,Financial Services,Later Stage,224723200.0,Mumbai,2018,unknown,Consulting & Services
Vistara,Aerospace,Later Stage,292000000.0,Haryana,2018,unknown,Other
ClearTax,Accounting,Series A to Series H,58400000.0,New Delhi,2018,unknown,Finance $ Banking
Shuttl,Apps,Later Stage,1000000.0,Gurgaon,2018,unknown,Other
GuruQ,Reading Apps,Early Stage,365000.0,New Delhi,2018,unknown,Other
Azure Power,Energy,Later Stage,185000000.0,New Delhi,2018,unknown,Other
Cube,Banking,Series A to Series H,2044000.0,Mumbai,2018,unknown,Finance $ Banking
RAHI Care,Health Care,unknown,0.0,Chandigarh,2018,unknown,Healthcare
Mynvax,Biotechnology,Angel and Grants,0.0,Bangalore,2018,unknown,Technology
Loans4SME,Financial Services,Early Stage,0.0,Mumbai,2018,unknown,Consulting & Services
UpCyclersLab,Apps,Early Stage,0.0,Mumbai,2018,unknown,Other
Cellerite Systems,Electric Vehicle,Early Stage,0.0,Hyderabad,2018,unknown,Other
Taru Naturals,Agriculture,Early Stage,0.0,Mumbai,2018,unknown,Food & Agriculture
LetsMD,Fitness,Early Stage,1000000.0,New Delhi,2018,unknown,Other
Twenty Two Motors,Automotive,Later Stage,65000000.0,Haryana,2018,unknown,Autommotive $ Transportation
Truebil,Automotive,Series A to Series H,2000000.0,Mumbai,2018,unknown,Autommotive $ Transportation
FarmersFZ,Agriculture,Early Stage,0.0,Kochi,2018,unknown,Food & Agriculture
Worxogo,Information Technology,Series A to Series H,2409000.0,Bangalore,2018,unknown,Technology
Vivish Technologies (myGate),Apps,Series A to Series H,9490000.0,Bengaluru,2018,unknown,Other
Singularity Dynamics,Artificial Intelligence,Early Stage,0.0,Bengaluru,2018,unknown,Other
Virtual MetalStreet(MetalStreet),B2B,Angel and Grants,700000.0,Bengaluru,2018,unknown,Other
Veritas Finance,Financial Services,unknown,30000000.0,Guindy,2018,unknown,Consulting & Services
Manjushree Technopack,Packaging Services,Later Stage,0.0,Bangalore,2018,unknown,Consulting & Services
GoZefo,Computer,unknown,3066000.0,Bangalore,2018,unknown,Other
Zomato,Food Delivery,Later Stage,210000000.0,Gurgaon,2018,unknown,Food & Agriculture
Innov8 Coworking,Collaboration,Early Stage,4000000.0,New Delhi,2018,unknown,Other
RevFin,Accounting,Early Stage,0.0,Delhi,2018,unknown,Finance $ Banking
Lavelle Networks,Cloud Computing,unknown,292000.0,Bengaluru,2018,unknown,Other
Blackbuck,Information Services,Series A to Series H,29632160.0,Bengaluru,2018,unknown,Consulting & Services
Cardekho,Automotive,Series A to Series H,75000000.0,Gurgaon,2018,unknown,Autommotive $ Transportation
ElasticRun,Delivery,Series A to Series H,8760000.0,Pune,2018,unknown,Other
Droom Technology Private Limited,Automotive,Series A to Series H,30000000.0,Gurgaon,2018,unknown,Autommotive $ Transportation
Vogo Rentals,Last Mile Transportation,Later Stage,1168000.0,Kormangala,2018,unknown,Autommotive $ Transportation
InnerChef,Cooking,unknown,1760000.0,Gurgaon,2018,unknown,Other
LivQuik,FinTech,Later Stage,2700000.0,Mumbai,2018,unknown,Technology
Disprz,E-Learning,Later Stage,400000.0,Chennai,2018,unknown,Other
9stacks,Online Games,Series A to Series H,4088000.0,Delhi,2018,unknown,Other
Origo,unknown,unknown,11680000.0,Gurgaon,2018,unknown,Other
YourOwnROOM,Online Portals,Early Stage,750000.0,Bangalore,2018,unknown,Other
Vahdam Teas,E-Commerce,Series A to Series H,2500000.0,New Delhi,2018,unknown,E-Commerce & Marketplace
Spoofin,Music,unknown,0.0,New Delhi,2018,unknown,Other
Strom Motors,Automotive,Angel and Grants,0.0,Mumbai,2018,unknown,Autommotive $ Transportation
PharmEasy,Health Care,Series A to Series H,80000000.0,Mumbai,2018,unknown,Healthcare
Licious,Delivery Service,Series A to Series H,25000000.0,Bengaluru,2018,unknown,Other
Stanza Living,Hospitality,unknown,10658000.0,New Delhi,2018,unknown,Other
docturnal,Biotechnology,Early Stage,0.0,Hyderabad,2018,unknown,Technology
Bounce (Metro Bikes),Autonomous Vehicles,Later Stage,3000000.0,Bangalore,2018,unknown,Autommotive $ Transportation
Technology 9 Labs (T9L),Information Technology,Later Stage,0.0,New Delhi,2018,unknown,Technology
Goals101,Financial Services,Early Stage,3500000.0,Delhi,2018,unknown,Consulting & Services
Satya MicroCapital,Finance,unknown,5840000.0,New Delhi,2018,unknown,Finance $ Banking
Ummeed Housing Finance Private Limited,Finance,Series A to Series H,8760000.0,Haryana,2018,unknown,Finance $ Banking
StockEdge,Analytics,Early Stage,1100000.0,Kolkata,2018,unknown,Other
Sequretek,unknown,unknown,3700000.0,Mumbai,2018,unknown,Other
Avenues Payments India Pvt. Ltd.,unknown,Later Stage,1300000.0,Mumbai,2018,unknown,Other
Qbera,Finance,unknown,2044000.0,Bangalore,2018,unknown,Finance $ Banking
Urban Ladder,E-Commerce,Later Stage,5600000.0,Bangalore,2018,unknown,E-Commerce & Marketplace
Planet11 eCommerce Solutions India (Avenue11),unknown,Later Stage,3796000.0,Bengaluru,2018,unknown,Other
DailyNinja,Apps,Series A to Series H,0.0,Bengaluru,2018,unknown,Other
Iba Halal Care,unknown,Series A to Series H,2190000.0,Ahmedabad,2018,unknown,Other
Knocksense,News,Early Stage,0.0,Lucknow,2018,unknown,Other
Togedr,unknown,unknown,0.0,Gurgaon,2018,unknown,Other
Parkwheels,Industrial,Early Stage,175200.0,Haryana,2018,unknown,Other
ShareChat,Internet,Series A to Series H,99230000.0,Bangalore,2018,unknown,Technology
Cyclops Medtech,Health Care,Early Stage,1000000.0,Bangalore,2018,unknown,Healthcare
Livspace,E-Commerce,Series A to Series H,70000000.0,Bangalore,2018,unknown,E-Commerce & Marketplace
NewsBytes,Apps,Early Stage,1000000.0,Gurgaon,2018,unknown,Other
Leena AI,Artificial Intelligence,Early Stage,2000000.0,Gurgaon,2018,unknown,Other
Max Healthcare,Health Care,Later Stage,0.0,New Delhi,2018,unknown,Healthcare
GoBolt,Logistics,unknown,5840000.0,New Delhi,2018,unknown,Autommotive $ Transportation
GoGaga,Dating,Later Stage,40000.0,Bangalore City,2018,unknown,Other
Mate Labs,Artificial Intelligence,Early Stage,550000.0,Bangalore,2018,unknown,Other
Furlenco,Consumer,Series A to Series H,0.0,Bangalore,2018,unknown,Other
Ola,Apps,unknown,50000000.0,Kormangala,2018,unknown,Other
DocPrime,Health Care,Later Stage,50000000.0,Haryana,2018,unknown,Healthcare
CLP India Pvt. Ltd.,Energy,Later Stage,365000000.0,Mumbai,2018,unknown,Other
Xplorabox,E-Commerce,Early Stage,0.0,Noida,2018,unknown,E-Commerce & Marketplace
Myra,Apps,unknown,127750.0,Bangalore,2018,unknown,Other
Vokal,Internet,Series A to Series H,1500000.0,Bengaluru,2018,unknown,Technology
Kissht,Credit,Series A to Series H,30000000.0,Mumbai,2018,unknown,Finance $ Banking
Upwards Fintech,Banking,Series A to Series H,5000000.0,Mumbai,2018,unknown,Finance $ Banking
Bon(Bonfleet Solutions),Financial Services,Early Stage,1138800.0,Pune,2018,unknown,Consulting & Services
Mamaearth,E-Commerce,Series A to Series H,4000000.0,Gurgaon,2018,unknown,E-Commerce & Marketplace
BabyChakra,Child Care,Series A to Series H,0.0,Mumbai,2018,unknown,Other
Belstar Investment and Finance Private Limited,Financial Services,unknown,28000000.0,Chennai,2018,unknown,Consulting & Services
Naaptol,E-Commerce,unknown,15000000.0,Mumbai,2018,unknown,E-Commerce & Marketplace
Moonshine Meadery,Food and Beverage,Early Stage,0.0,Pune,2018,unknown,Food & Agriculture
Verzeo,E-Learning,Series A to Series H,5000000.0,Bangalore,2018,unknown,Other
Haazri,Food and Beverage,Early Stage,182500.0,Mumbai,2018,unknown,Food & Agriculture
Connect India,Delivery Service,Angel and Grants,0.0,New Delhi,2018,unknown,Other
Flyrobe,Fashion,Series A to Series H,3854400.0,Mumbai,2018,unknown,Other
Scholify,unknown,Early Stage,0.0,Bengaluru,2018,unknown,Other
Dream11,Fantasy Sports,Series A to Series H,100000000.0,Mumbai,2018,unknown,Other
srJna,Education,Early Stage,0.0,Jaipur,2018,unknown,Other
Nykaa,Beauty,Later Stage,16498000.0,Mumbai,2018,unknown,Other
Chaayos,Food and Beverage,Series A to Series H,11826000.0,New Delhi,2018,unknown,Food & Agriculture
Heelium,Fitness,Early Stage,0.0,Pune,2018,unknown,Other
LT Foods,Food and Beverage,Later Stage,20440000.0,New Delhi,2018,unknown,Food & Agriculture
Multibashi,E-Learning,Early Stage,146000.0,Bengaluru,2018,unknown,Other
Cleardekho,Eyewear,unknown,0.0,Ghaziabad,2018,unknown,Other
Dailyhunt,Information Technology,Series A to Series H,6000000.0,Bangalore,2018,unknown,Technology
SlicePay,FinTech,Series A to Series H,14900000.0,Bengaluru,2018,unknown,Technology
Udaan,B2B,Series A to Series H,225000000.0,Bangalore,2018,unknown,Other
Happyeasygo Group,Tourism,Series A to Series H,0.0,Haryana,2018,unknown,Other
Mombay,Food and Beverage,Early Stage,7500.0,Mumbai,2018,unknown,Food & Agriculture
Droni Tech,Information Technology,Early Stage,511000.0,Mumbai,2018,unknown,Technology
Netmeds,Biotechnology,Series A to Series H,35000000.0,Chennai,2018,unknown,Technology
Bombay Shaving,Ecommerce,unknown,6300000.0,unknown,2019,unknown,E-Commerce & Marketplace
Ruangguru,Edtech,Series A to Series H,150000000.0,Mumbai,2019,2014.0,Technology
Eduisfun,Edtech,Later Stage,28000000.0,Mumbai,2019,unknown,Technology
HomeLane,Interior design,Series A to Series H,30000000.0,Chennai,2019,2014.0,Other
Nu Genes,AgriTech,unknown,6000000.0,Telangana,2019,2004.0,Technology
FlytBase,Technology,unknown,0.0,Pune,2019,unknown,Technology
Finly,SaaS,unknown,0.0,Bangalore,2019,unknown,Other
Kratikal,Technology,Early Stage,1000000.0,Noida,2019,2013.0,Technology
Quantiphi,AI & Tech,Series A to Series H,20000000.0,unknown,2019,unknown,Technology
Lenskart,E-commerce,Series A to Series H,275000000.0,Delhi,2019,2010.0,E-Commerce & Marketplace
Cub McPaws,E-commerce & AR,unknown,0.0,Mumbai,2019,2010.0,E-Commerce & Marketplace
Appnomic,SaaS,unknown,22000000.0,Bangalore,2019,unknown,Other
Kaleidofin,Fintech,Series A to Series H,5000000.0,Chennai,2019,2018.0,Technology
JobSquare,HR tech,unknown,140500.0,Ahmedabad,2019,2019.0,Technology
Open Secret,Food tech,unknown,0.0,unknown,2019,unknown,Technology
LivFin,Fintech,unknown,5000000.0,Delhi,2019,2017.0,Technology
Byju's,Edtech,unknown,540000000.0,unknown,2019,2011.0,Technology
Zest Money,Fintech,Series A to Series H,15000000.0,Bangalore,2019,2015.0,Technology
Witblox,Edtech,unknown,182700.0,unknown,2019,2014.0,Technology
Azah Personal Care Pvt. Ltd.,Health,Early Stage,0.0,Gurugram,2019,2018.0,Healthcare
SalaryFits,Fintech,unknown,5000000.0,unknown,2019,2015.0,Technology
Pristyn Care,Healthcare,Series A to Series H,12000000.0,unknown,2019,2018.0,Healthcare
Springboard,Edtech,Series A to Series H,11000000.0,unknown,2019,2013.0,Technology
DROR Labs Pvt. Ltd,Safety tech,unknown,0.0,Delhi,2019,2018.0,Technology
Medlife,Pharmaceutical,unknown,15500000.0,Bangalore,2019,2014.0,Other
Seekify,SaaS,Early Stage,1500000.0,Delhi,2019,2019.0,Other
Toffee Insurance,Insurance technology,Series A to Series H,5500000.0,Haryana,2019,2017.0,Technology
Fireflies .ai,AI,unknown,5000000.0,unknown,2019,unknown,Other
HungerBox,Foodtech,Series A to Series H,12000000.0,Bangalore,2019,2015.0,Technology
Bijak,AgriTech,Early Stage,2500000.0,unknown,2019,2019.0,Technology
